Date,City,Country,Temperature,Humidity,Pressure,Weather,Wind Speed,Latitude,Longitude
2024-04-19 23:03:47,Baghdad,IQ,27.95,30,1006,clear sky,2.57,33.3406,44.4009
2024-04-19 23:03:47,Baku,AZ,15.03,72,1010,clear sky,4.12,40.3777,49.892
2024-04-19 23:03:48,Baltimore,US,12.43,83,1016,moderate rain,3.09,39.2904,-76.6122
2024-04-19 23:03:49,Bangalore,IN,27.8,65,1012,overcast clouds,2.57,12.9762,77.6033
2024-04-19 23:03:49,Bangkok,TH,30.06,70,1004,scattered clouds,4.09,13.75,100.5167
2024-04-19 23:03:50,Barcelona,ES,14.5,72,1018,clear sky,6.17,41.3888,2.159
2024-04-19 23:03:50,Basel,CH,7.2,90,1016,broken clouds,4.63,47.5584,7.5733
2024-04-19 23:03:51,Beijing,CN,14.94,42,1008,overcast clouds,2.68,39.9075,116.3972
2024-04-19 23:03:52,Beirut,LB,19.41,73,1014,broken clouds,2.57,33.8889,35.4944
2024-04-19 23:03:52,Belgrade,RS,6.27,74,1011,clear sky,2.06,44.804,20.4651
2024-04-19 23:03:53,Belize City,BZ,29.45,78,1012,light rain,5.14,17.4995,-88.1976
2024-04-19 23:03:53,Bengaluru,IN,27.8,65,1012,overcast clouds,2.57,12.9762,77.6033
2024-04-19 23:03:54,Berlin,DE,6.18,93,989,broken clouds,2.68,52.5244,13.4105
2024-04-19 23:03:55,Bilbao,ES,12.62,69,1020,clear sky,2.68,43.2627,-2.9253
2024-04-19 23:03:55,Birmingham,US,25.58,77,1017,broken clouds,0.45,33.5207,-86.8025
2024-04-19 23:03:56,Bogota,CO,14.92,87,1014,overcast clouds,0.52,4.6097,-74.0817
2024-04-19 23:03:56,Boise,US,16.45,25,1020,clear sky,4.63,43.6135,-116.2035
2024-04-19 23:03:57,Bombay,IN,28.99,65,1006,haze,2.57,19.0144,72.8479
2024-04-19 23:03:58,Bordeaux,FR,12.15,54,1021,clear sky,3.09,44.8404,-0.5805
2024-04-19 23:03:58,Boston,US,13.56,53,1017,overcast clouds,5.81,42.3584,-71.0598
2024-04-19 23:03:59,Brasilia,BR,26.51,57,1018,scattered clouds,2.57,-15.7797,-47.9297
2024-04-19 23:03:59,Brisbane,AU,16.35,92,1016,few clouds,4.12,-27.4679,153.0281
2024-04-19 23:04:00,Bristol,US,12.55,54,1018,overcast clouds,4.92,41.8334,-71.1662
2024-04-19 23:04:01,Brussels,BE,6.56,80,1016,scattered clouds,5.66,50.8504,4.3488
2024-04-19 23:04:01,Bucharest,RO,9.37,75,1006,clear sky,3.09,44.4323,26.1063
2024-04-19 23:04:02,Budapest,HU,6.16,69,1008,clear sky,1.03,47.498,19.0399
2024-04-19 23:04:03,Buenos Aires,AR,23.81,60,1011,broken clouds,3.58,-34.6132,-58.3772
2024-04-19 23:04:04,Bursa,TR,10.02,83,1007,broken clouds,3.15,40.1667,29.0833
2024-04-19 23:04:04,Busan,KR,15.98,73,1012,overcast clouds,1.15,35.1028,129.0403
2024-04-19 23:04:05,Cairo,EG,21.42,64,1012,clear sky,4.12,30.0626,31.2497
2024-04-19 23:04:06,Calgary,CA,3.31,32,1031,overcast clouds,3.58,51.0501,-114.0853
2024-04-19 23:04:06,Cambridge,CA,13.33,57,1010,few clouds,2.24,43.3601,-80.3127
2024-04-19 23:04:07,Campinas,BR,22.84,68,1016,few clouds,4.66,-22.9056,-47.0608
2024-04-19 23:04:07,Canberra,AU,7.11,85,1028,clear sky,2.57,-35.2835,149.1281
2024-04-19 23:04:08,Cape Town,ZA,14.01,92,1016,fog,4.12,-33.9258,18.4232
2024-04-19 23:04:08,Caracas,VE,27.05,65,1011,overcast clouds,0.45,10.488,-66.8792
2024-04-19 23:04:09,Casablanca,MA,18.12,85,1015,overcast clouds,3.77,33.5928,-7.6192
2024-04-19 23:04:10,Changsha,CN,17.4,92,1007,broken clouds,2.74,28.2,112.9667
2024-04-19 23:04:10,Chengdu,CN,17.57,92,1007,overcast clouds,4.39,30.6667,104.0667
2024-04-19 23:04:11,Chennai,IN,29.7,85,1005,scattered clouds,4.02,13.0878,80.2785
2024-04-19 23:04:11,Chicago,US,13.73,32,1018,broken clouds,3.58,41.85,-87.65
2024-04-19 23:04:12,Chittagong,BD,27.9,85,1003,overcast clouds,6.24,22.9167,91.5
2024-04-19 23:04:13,Chongqing,CN,20.12,98,967,overcast clouds,0.89,29.5628,106.5528
2024-04-19 23:04:13,Christchurch,NZ,9.3,92,1016,fog,0,-43.5333,172.6333
2024-04-19 23:04:14,Cincinnati,US,17.37,47,1010,clear sky,6.17,39.162,-84.4569
2024-04-19 23:04:14,Cleveland,US,13.52,69,1015,broken clouds,5.66,41.4995,-81.6954
2024-04-19 23:04:15,Cologne,DE,6.23,88,1020,broken clouds,8.23,50.9333,6.95
2024-04-19 23:04:16,Colombo,LK,28.21,80,1007,overcast clouds,2.63,6.9319,79.8478
2024-04-19 23:04:16,Colorado Springs,US,9.76,51,1021,broken clouds,8.75,38.8339,-104.8214
2024-04-19 23:04:17,Columbus,US,16.18,52,1025,overcast clouds,1.79,39.9612,-82.9988
2024-04-19 23:04:18,Copenhagen,DK,3.92,83,1009,light intensity drizzle,7.2,55.6759,12.5655
2024-04-19 23:04:18,Cordoba,AR,26.25,49,973,clear sky,2.24,-31.4135,-64.1811
2024-04-19 23:04:19,Daegu,KR,13.36,56,1011,moderate rain,1.22,35.8,128.55
2024-04-19 23:04:19,Dakar,SN,26.49,77,1009,broken clouds,8.19,14.6937,-17.4441
2024-04-19 23:04:20,Dallas,US,21.96,64,1017,broken clouds,2.68,32.7668,-96.7836
2024-04-19 23:04:21,Damascus,SY,17.7,56,1011,scattered clouds,1.63,33.5102,36.2913
2024-04-19 23:04:21,Dar es Salaam,TZ,24.14,95,1012,light rain,5.59,-6.8235,39.2695
2024-04-19 23:04:22,Denver,US,3.96,83,1023,overcast clouds,2.68,39.7392,-104.9847
2024-04-19 23:04:22,Detroit,US,15.05,36,1010,scattered clouds,2.68,42.3314,-83.0458
2024-04-19 23:04:23,Dhaka,BD,28.99,84,1001,haze,4.12,23.7104,90.4074
2024-04-19 23:04:23,Doha,QA,25.99,53,1008,clear sky,2.06,25.2867,51.5333
2024-04-19 23:04:24,Dortmund,DE,5.67,90,1010,overcast clouds,4.63,51.5167,7.45
2024-04-19 23:04:25,Douala,CM,26.85,83,1011,overcast clouds,0.85,4.0483,9.7043
2024-04-19 23:04:25,Dresden,DE,5.86,86,998,light rain,3.09,51.0509,13.7383
2024-04-19 23:04:26,Dubai,AE,25.77,61,1008,clear sky,1.54,25.2582,55.3047
2024-04-19 23:04:26,Dublin,US,20.7,57,1014,clear sky,3.58,37.7021,-121.9358
2024-04-19 23:04:27,Durban,ZA,21.41,90,1016,clear sky,1.94,-29.8579,31.0292
2024-04-19 23:04:27,Dusseldorf,DE,6.23,89,1012,broken clouds,8.05,51.2217,6.7762
2024-04-19 23:04:28,Edinburgh,GB,5.33,72,1024,clear sky,1.54,55.9521,-3.1965
2024-04-19 23:04:29,Edmonton,CA,6.91,28,1017,clear sky,1.79,53.5501,-113.4687
2024-04-19 23:04:29,El Paso,US,27.72,19,1015,few clouds,4.63,31.8001,-106.2005
2024-04-19 23:04:30,Erbil,IQ,17.9,68,1010,clear sky,0,36.1926,44.0106
2024-04-19 23:04:30,Esfahan,IR,16.8,39,1011,overcast clouds,2.68,32.6572,51.6776
2024-04-19 23:04:31,Essen,DE,5.64,94,1013,overcast clouds,2.24,51.45,7.0167
2024-04-19 23:04:32,Faisalabad,PK,19.09,72,1006,broken clouds,4.39,31.4167,73.0833
2024-04-19 23:04:32,Fez,MA,18.14,94,1015,light rain,4.12,34.0372,-4.9998
2024-04-19 23:04:33,Florence,IT,10.31,69,1013,clear sky,2.57,43.7667,11.25
2024-04-19 23:04:34,Fortaleza,BR,27.34,76,1010,overcast clouds,3.19,-3.7227,-38.5247
2024-04-19 23:04:34,Frankfurt,DE,7.08,79,1010,broken clouds,8.23,50.1167,8.6833
2024-04-19 23:04:35,Freetown,SL,27.58,90,1010,broken clouds,4.46,8.484,-13.2299
2024-04-19 23:04:36,Fukuoka,JP,17.13,52,1012,overcast clouds,3.09,33.6064,130.4181
2024-04-19 23:04:37,Fuzhou,CN,20.17,96,1008,overcast clouds,0.99,26.0614,119.3061
2024-04-19 23:04:37,Geneva,US,13.09,36,1017,clear sky,10.29,41.8875,-88.3054
2024-04-19 23:04:38,Genoa,IT,10.51,77,1011,clear sky,0.45,44.4129,8.9573
2024-04-19 23:04:39,Glasgow,GB,6.86,60,1025,few clouds,1.03,55.8652,-4.2576
2024-04-19 23:04:39,Gothenburg,SE,0.93,69,1010,clear sky,3.6,57.7072,11.9668
2024-04-19 23:04:40,Guadalajara,MX,32.87,9,1018,few clouds,4.63,20.6667,-103.3333
2024-04-19 23:04:40,Guangzhou,CN,25.97,76,1006,broken clouds,4.01,23.1167,113.25
2024-04-19 23:04:41,Guatemala City,GT,24.17,59,1013,light rain,1.79,14.6407,-90.5133
2024-04-19 23:04:42,Guayaquil,EC,29.98,70,1007,light rain,5.14,-2.1667,-79.9
2024-04-19 23:04:42,Gwangju,KR,14.05,69,1010,overcast clouds,3.67,35.1547,126.9156
2024-04-19 23:04:43,Haifa,IL,17.74,76,1011,broken clouds,0.45,32.8156,34.9892
2024-04-19 23:04:43,Hamburg,DE,6.09,84,1006,overcast clouds,6.17,53.55,10
2024-04-19 23:04:44,Hamilton,US,17.36,47,1016,clear sky,6.17,39.1834,-84.5333
2024-04-19 23:04:45,Hanoi,VN,27,90,1001,few clouds,3.01,21.0245,105.8412
2024-04-19 23:04:45,Harare,ZW,17.6,56,1019,scattered clouds,2.44,-17.8294,31.0539
2024-04-19 23:04:46,Harrisburg,US,11.75,85,1015,overcast clouds,1.79,40.2737,-76.8844
2024-04-19 23:04:46,Hartford,US,12.8,49,1017,clear sky,4.63,41.7668,-72.7662
2024-04-19 23:04:47,Havana,CU,30.29,58,1015,few clouds,9.63,23.133,-82.383
2024-04-19 23:04:48,Helsinki,FI,-3.41,91,1002,light snow,4.63,60.1695,24.9355
2024-04-19 23:04:48,Hiroshima,JP,14.25,70,1014,overcast clouds,1.22,34.3963,132.4594
2024-04-19 23:04:49,Ho Chi Minh City,VN,28.37,80,1006,few clouds,4.12,10.75,106.6667
2024-04-19 23:04:49,Hong Kong,HK,27.16,85,1006,broken clouds,4.02,22.2855,114.1577
2024-04-19 23:04:50,Honolulu,US,23.74,85,1020,broken clouds,9.52,21.3069,-157.8583
2024-04-19 23:04:51,Houston,US,28.41,75,1013,few clouds,6.17,29.7633,-95.3633
2024-04-19 23:04:51,Hyderabad,IN,28.73,61,1009,haze,2.06,17.3753,78.4744
2024-04-19 23:04:52,Indianapolis,US,13.36,47,1020,broken clouds,5.66,39.7684,-86.158
2024-04-19 23:04:52,Islamabad,PK,14.91,90,1009,overcast clouds,2.73,33.7104,73.1338
2024-04-19 23:04:53,Istanbul,TR,11.95,83,1009,broken clouds,5.66,41.0351,28.9833
2024-04-19 23:04:54,Izmir,TR,17.73,67,1004,broken clouds,3.09,38.4622,27.0923
2024-04-19 23:04:54,Jacksonville,US,30.74,53,1015,scattered clouds,2.57,30.3322,-81.6556
2024-04-19 23:04:55,Jaipur,IN,28.62,28,1007,haze,2.57,26.9167,75.8167
2024-04-19 23:04:55,Jakarta,ID,26.16,91,1007,overcast clouds,2.02,-6.2146,106.8451
2024-04-19 23:04:56,Jeddah,SA,30.83,27,1007,clear sky,2.55,21.5169,39.2192
2024-04-19 23:04:56,Jerusalem,IL,14.49,79,1010,broken clouds,0.89,31.769,35.2163
2024-04-19 23:04:57,Johannesburg,ZA,16.01,60,1024,few clouds,0.51,-26.2023,28.0436
2024-04-19 23:04:58,Kabul,AF,7.65,92,1013,overcast clouds,1.04,34.5,69.4167
2024-04-19 23:04:58,Kampala,UG,22.66,95,1012,moderate rain,1.11,0.3163,32.5822
2024-04-19 23:04:59,Kanpur,IN,32.9,17,1001,broken clouds,6.73,26.4667,80.35
2024-04-19 23:05:00,Kansas City,US,15.34,36,1022,broken clouds,1.79,39.0997,-94.5786
2024-04-19 23:05:00,Karachi,PK,25.9,69,1007,broken clouds,3.09,24.9056,67.0822
2024-04-19 23:05:01,Kathmandu,NP,19.12,72,1010,few clouds,2.06,27.7167,85.3167
2024-04-19 23:05:02,Khartoum,SD,34.49,9,1005,clear sky,4.98,15.5518,32.5324
2024-04-19 23:05:02,Kiev,UA,2.71,88,1011,few clouds,2.78,50.4333,30.5167
2024-04-19 23:05:03,Kingston,JM,30.65,62,1012,broken clouds,1.75,17.997,-76.7936
2024-04-19 23:05:04,Kinshasa,CD,23.19,88,1013,overcast clouds,0.32,-4.3246,15.3215
2024-04-19 23:05:04,Kolkata,IN,30.97,74,1000,haze,5.14,22.5697,88.3697
2024-04-19 23:05:05,Kuala Lumpur,MY,26.74,89,1007,few clouds,1.03,3.1431,101.6865
2024-04-19 23:05:06,Kunming,CN,16.91,64,1003,clear sky,4.98,25.0389,102.7183
2024-04-19 23:05:07,Kuwait City,KW,27.71,53,1009,clear sky,4.63,29.3697,47.9783
2024-04-19 23:05:07,Kyoto,JP,11.11,72,1014,scattered clouds,0.92,35.0211,135.7538
2024-04-19 23:05:08,Lagos,NG,27.77,86,1010,broken clouds,2.06,6.5833,3.75
2024-04-19 23:05:09,Lahore,PK,20.99,73,1006,smoke,3.09,31.5497,74.3436
2024-04-19 23:05:09,Las Vegas,US,30.17,15,1008,clear sky,3.58,36.175,-115.1372
2024-04-19 23:05:10,Leeds,GB,4.8,72,1023,few clouds,3.6,53.7964,-1.5477
2024-04-19 23:05:10,Leipzig,DE,5.12,94,1003,few clouds,5.14,51.342,12.375
2024-04-19 23:05:11,Lima,PE,21.14,78,1011,fog,5.66,-12.0432,-77.0282
2024-04-19 23:05:12,Lisbon,PT,17.19,77,1016,few clouds,3.13,38.7167,-9.1333
2024-04-19 23:05:12,Ljubljana,SI,5,76,1007,scattered clouds,2.06,46.0511,14.5051
2024-04-19 23:05:13,London,GB,8.05,67,1022,overcast clouds,3.6,51.5085,-0.1257
2024-04-19 23:05:13,Los Angeles,US,19.47,63,1018,scattered clouds,4.63,34.0522,-118.2437
2024-04-19 23:05:14,Louisville,US,18.07,53,1018,clear sky,3.09,38.2542,-85.7594
2024-04-19 23:05:14,Luanda,AO,26.57,89,1012,overcast clouds,1.39,-8.8368,13.2343
2024-04-19 23:05:15,Lusaka,ZM,18.37,73,1016,clear sky,1.64,-15.4067,28.2871
2024-04-19 23:05:16,Luxembourg,BE,3.56,95,1017,broken clouds,7.48,50,5.5
2024-04-19 23:05:16,Lyon,FR,10.14,65,1017,scattered clouds,0.45,45.75,4.5833
2024-04-19 23:05:17,Macau,MO,26.78,89,1006,scattered clouds,7.2,22.2006,113.5461
2024-04-19 23:05:18,Madras,IN,29.7,85,1005,scattered clouds,4.02,13.0878,80.2785
2024-04-19 23:05:18,Madrid,ES,16.99,51,1017,clear sky,0.51,40.4165,-3.7026
2024-04-19 23:05:19,Malmo,SE,3.68,87,1008,overcast clouds,6.16,55.6059,13.0007
2024-04-19 23:05:19,Managua,NI,36.81,32,1007,broken clouds,2.74,12.1328,-86.2504
2024-04-19 23:05:20,Manama,BH,26.14,68,1008,clear sky,4.36,26.2154,50.5832
2024-04-19 23:05:21,Manchester,GB,6.44,76,1023,clear sky,3.09,53.4809,-2.2374
2024-04-19 23:05:21,Manila,PH,27.62,69,1011,few clouds,1.03,14.6042,120.9822
2024-04-19 23:05:22,Maputo,MZ,21.82,94,1018,few clouds,0,-25.9653,32.5892
2024-04-19 23:05:22,Marrakech,MA,19.04,59,1015,scattered clouds,4.63,31.6315,-8.0083
2024-04-19 23:05:23,Marseille,FR,10.69,59,1014,clear sky,5.78,43.3333,5.5
2024-04-19 23:05:24,Mashhad,IR,17.08,48,1013,clear sky,3.09,36.297,59.6062
2024-04-19 23:05:24,Mecca,SA,30.2,24,1008,clear sky,1.43,21.4267,39.8261
2024-04-19 23:05:25,Medan,ID,25.01,100,1006,scattered clouds,1.54,3.5833,98.6667
2024-04-19 23:05:25,Medellin,CO,22.36,79,1020,scattered clouds,4.12,6.2518,-75.5636
2024-04-19 23:05:26,Melbourne,US,29.22,58,1015,clear sky,3.58,28.0836,-80.6081
2024-04-19 23:05:27,Memphis,US,15.49,77,1020,overcast clouds,5.66,35.1495,-90.049
2024-04-19 23:05:27,Mexico City,MX,26.64,22,1023,light rain,5.14,19.4285,-99.1277
2024-04-19 23:05:28,Miami,US,27.86,65,1017,clear sky,0.89,25.7743,-80.1937
2024-04-19 23:05:28,Milan,IT,11.88,55,1009,clear sky,2.68,45.4643,9.1895
2024-04-19 23:05:29,Milwaukee,US,12.15,33,1015,scattered clouds,9.26,43.0006,-87.9668
2024-04-19 23:05:30,Minneapolis,US,2.74,52,1020,overcast clouds,10.8,44.98,-93.2638
2024-04-19 23:05:30,Minsk,BY,0.86,81,1006,broken clouds,2.58,53.9,27.5667
2024-04-19 23:05:31,Mombasa,KE,26.23,89,1011,moderate rain,3.6,-4.0547,39.6636
2024-04-19 23:05:31,Monaco,MC,13.69,47,976,clear sky,3.6,43.7314,7.419
2024-04-19 23:05:32,Monrovia,LR,27.87,83,1010,overcast clouds,4.07,6.3005,-10.7969
2024-04-19 23:05:33,Montevideo,UY,23.01,56,1012,clear sky,3.6,-34.8335,-56.1674
2024-04-19 23:05:33,Montreal,CA,11.27,74,1009,light intensity shower rain,8.23,45.5088,-73.5878
2024-04-19 23:05:34,Moscow,RU,3.47,67,1005,overcast clouds,8.24,55.7522,37.6156
2024-04-19 23:05:34,Mumbai,IN,28.99,65,1006,haze,2.57,19.0144,72.8479
2024-04-19 23:05:35,Munich,DE,4.24,89,1011,moderate rain,3.13,48.1374,11.5755
2024-04-19 23:05:36,Muscat,OM,26.36,62,1008,clear sky,2.82,23.6139,58.5922
2024-04-19 23:05:36,Nagoya,JP,13.87,59,1012,scattered clouds,1.72,35.1815,136.9064
2024-04-19 23:05:37,Nairobi,KE,18.62,94,1021,light rain,2.57,-1.2833,36.8167
2024-04-19 23:05:37,Naples,IT,12.2,56,1013,clear sky,1.03,40.8333,14.25
2024-04-19 23:05:38,Nashville,US,15.79,80,1019,overcast clouds,3.98,36.1659,-86.7844
2024-04-19 23:05:39,Nassau,US,10.59,74,1018,overcast clouds,4.63,40.7507,-73.5829
2024-04-19 23:05:39,New Delhi,IN,29,34,1005,haze,2.06,28.6128,77.2311
2024-04-19 23:05:40,New Orleans,US,28.25,60,1015,broken clouds,4.92,29.9547,-90.0751
2024-04-19 23:05:40,New York,US,11.29,73,1019,overcast clouds,5.36,40.7143,-74.006
2024-04-19 23:05:41,Newcastle,AU,15.09,95,1021,light rain,3.6,-32.9272,151.7765
2024-04-19 23:05:42,Nice,FR,5.09,36,1011,clear sky,3.85,44,7.25
2024-04-19 23:05:42,Nicosia,CY,16.87,82,1012,scattered clouds,3.09,35.1667,33.3667
2024-04-19 23:05:43,Niigata,JP,10.51,81,1015,broken clouds,4.88,37.9022,139.0236
2024-04-19 23:05:43,Nizhny Novgorod,RU,11.73,47,1005,clear sky,9,56.3287,44.002
2024-04-19 23:05:44,Nottingham,GB,6.55,67,1024,broken clouds,5.66,52.9536,-1.1505
2024-04-19 23:05:45,Novosibirsk,RU,0.61,75,1022,clear sky,5,55.0411,82.9344
2024-04-19 23:05:45,Nuremberg,DE,5.6,89,1007,broken clouds,5.14,49.4478,11.0683
2024-04-19 23:05:46,Orlando,US,32.53,39,1016,few clouds,3.09,28.5383,-81.3792
2024-04-19 23:05:46,Osaka,JP,12.46,58,1014,broken clouds,2.06,34.6937,135.5022
2024-04-19 23:05:47,Oslo,NO,0.34,65,1012,light snow,1.46,59.9127,10.7461
2024-04-19 23:05:47,Ottawa,CA,10.54,95,1006,light intensity drizzle,5.14,45.4112,-75.6981
2024-04-19 23:05:48,Ouagadougou,BF,33.78,9,1006,broken clouds,1.11,12.3642,-1.5383
2024-04-19 23:05:49,Panama City,PA,25.97,89,1010,moderate rain,1.54,8.9936,-79.5197
2024-04-19 23:05:49,Paris,FR,8.97,87,1020,broken clouds,4.12,48.8534,2.3488
2024-04-19 23:05:50,Perth,AU,17.42,44,1021,clear sky,3.6,-31.9333,115.8333
2024-04-19 23:05:50,Philadelphia,US,13.7,76,1016,overcast clouds,0.89,39.9523,-75.1638
2024-04-19 23:05:51,Phnom Penh,KH,27.95,83,1005,few clouds,3.09,11.5625,104.916
2024-04-19 23:05:51,Phoenix,US,32.77,12,1008,few clouds,4.92,33.4484,-112.074
2024-04-19 23:05:52,Pittsburgh,US,17.37,73,1014,overcast clouds,4.63,40.4406,-79.9959
2024-04-19 23:05:53,Port-au-Prince,HT,29.75,59,1013,scattered clouds,3.51,18.5392,-72.335
2024-04-19 23:05:54,Portland,US,20.06,31,1017,clear sky,5.36,45.5234,-122.6762
2024-04-19 23:05:54,Porto,PT,16.39,68,1017,clear sky,2.68,41.1496,-8.611
2024-04-19 23:05:55,Prague,CZ,5.11,88,1001,light rain,7.72,50.088,14.4208
2024-04-19 23:05:55,Pristina,XK,6.45,67,1011,broken clouds,3.13,42.6727,21.1669
2024-04-19 23:05:56,Pune,IN,26.63,56,1008,scattered clouds,3.45,18.5196,73.8553
2024-04-19 23:05:57,Pyongyang,KP,16.04,60,1010,overcast clouds,2.08,39.0339,125.7543
2024-04-19 23:05:57,Quebec City,CA,11.68,57,1009,overcast clouds,3.13,46.8123,-71.2145
2024-04-19 23:05:58,Quito,EC,12.49,93,1014,moderate rain,1.63,-0.2299,-78.5249
2024-04-19 23:05:58,Rabat,MA,17.04,88,1014,overcast clouds,2.57,33.9911,-6.8401
2024-04-19 23:05:59,Raleigh,US,23.27,71,1015,broken clouds,0,35.7721,-78.6386
2024-04-19 23:06:00,Recife,BR,28.12,77,1011,overcast clouds,4.72,-8.0539,-34.8811
2024-04-19 23:06:00,Reykjavik,IS,7.1,92,1013,overcast clouds,12.27,64.1355,-21.8954
2024-04-19 23:06:01,Riga,LV,1.09,67,1004,overcast clouds,2.57,57,24.0833
2024-04-19 23:06:01,Rio de Janeiro,BR,22.71,65,1019,scattered clouds,1.34,-22.9028,-43.2075
2024-04-19 23:06:02,Riyadh,SA,26.08,19,1009,clear sky,3.81,24.6877,46.7219
2024-04-19 23:06:03,Rome,US,28.03,59,1016,scattered clouds,1.34,34.257,-85.1647
2024-04-19 23:06:03,Rotterdam,NL,7.1,80,1015,broken clouds,7.2,51.9225,4.4792
2024-04-19 23:06:04,Sacramento,US,25.61,57,1012,clear sky,2.57,38.4666,-121.3177
2024-04-19 23:06:05,St. Louis,US,16.23,37,1022,broken clouds,5.14,38.6273,-90.1979
2024-04-19 23:06:05,St. Petersburg,RU,-2.8,92,994,shower snow,6,59.8944,30.2642
2024-04-19 23:06:06,Salt Lake City,US,15.16,30,1018,broken clouds,5.66,40.7608,-111.8911
2024-04-19 23:06:06,San Antonio,US,25.85,65,1008,overcast clouds,6.69,29.4241,-98.4936
2024-04-19 23:06:07,San Diego,US,19.52,67,1014,broken clouds,5.14,32.7153,-117.1573
2024-04-19 23:06:08,San Francisco,US,17.06,71,1014,clear sky,5.66,37.7749,-122.4194
2024-04-19 23:06:08,San Jose,US,22.33,51,1014,clear sky,4.12,37.3394,-121.895
2024-04-19 23:06:09,San Juan,AR,27.69,25,1006,clear sky,7.56,-31.5375,-68.5364
2024-04-19 23:06:10,San Salvador,SV,22.13,56,1010,scattered clouds,3.65,13.6894,-89.1872
2024-04-19 23:06:10,Santiago,CL,24.79,32,975,clear sky,4.63,-33.4569,-70.6483
2024-04-19 23:06:11,Santo Domingo,DO,28.91,74,1012,broken clouds,0.45,18.5001,-69.9886
2024-04-19 23:06:11,Sao Paulo,BR,18.48,73,1024,few clouds,2.24,-23.5475,-46.6361
2024-04-19 23:06:12,Sapporo,JP,5.87,69,1010,overcast clouds,6.58,43.0642,141.3469
2024-04-19 23:06:13,Seattle,US,18.75,27,1020,clear sky,4.47,47.6062,-122.3321
2024-04-19 23:06:13,Seoul,KR,12.96,82,1010,overcast clouds,2.06,37.5683,126.9778
2024-04-19 23:06:14,Shanghai,CN,18.12,94,1003,broken clouds,2,31.2222,121.4581
2024-04-19 23:06:14,Shenyang,CN,12.01,37,1009,clear sky,3,41.7922,123.4328
2024-04-19 23:06:15,Shenzhen,CN,27.01,87,1007,few clouds,3.34,22.5455,114.0683
2024-04-19 23:06:15,Shiraz,IR,17.69,52,1015,few clouds,2.06,29.6036,52.5388
2024-04-19 23:06:16,Singapore,SG,27.12,89,1006,broken clouds,0.51,1.2897,103.8501
2024-04-19 23:06:17,Sofia,BG,9.24,56,1012,overcast clouds,1.54,42.6975,23.3242
2024-04-19 23:06:17,Stockholm,SE,0.48,70,1006,overcast clouds,4.12,59.3326,18.0649
2024-04-19 23:06:18,Stuttgart,DE,5.07,91,1010,overcast clouds,5.66,48.7823,9.177
2024-04-19 23:06:18,Suva,FJ,28.71,79,1014,broken clouds,5.66,-18.1416,178.4415
2024-04-19 23:06:19,Sydney,AU,15.52,88,1022,light intensity shower rain,11.32,-33.8679,151.2073
2024-04-19 23:06:20,Taipei,TW,23.73,76,1004,overcast clouds,1.34,25.0478,121.5319
2024-04-19 23:06:20,Tallinn,EE,-2.26,74,1003,light snow,2.57,59.437,24.7535
2024-04-19 23:06:21,Tampa,US,29.62,55,1016,clear sky,5.14,27.9475,-82.4584
2024-04-19 23:06:21,Tashkent,UZ,16.97,77,1006,clear sky,2.06,41.2646,69.2163
2024-04-19 23:06:22,Tbilisi,GE,17.84,63,1011,clear sky,3.09,41.6941,44.8337
2024-04-19 23:06:22,Tehran,IR,19.84,24,1011,few clouds,3.09,35.6944,51.4215
